slug,category,menu_name,description,price,image
1082855,Platillos,19. 3 Enchiladas de camarón / 3 Shrimp enchiladas,,13.0,
1082855,Platillos,20. Mole de pollo y tortillas / Chicken mole with tortillas,,11.0,
1082855,Platillos,"21. Sopes de carne asada, pollo, chile colorado o machaca / grilled steak, chicken, red chile or shredded beef sopes",,11.0,
1082855,Sopas / Soups,Menudo blanco o rojo / Hominy soup white or red,,8.0,
1082855,Sopas / Soups,Sopa de tortilla / Tortilla soup,,8.0,
1082855,Sopas / Soups,Albondigas / Meat ball soup,,8.0,
1082855,Sopas / Soups,Pollo con arroz / Chicken with rice,,8.0,
1082855,Sopas / Soups,Caldo de queso / Potato cheese soup,,8.0,
1082855,Sopas / Soups,Birria / Spiced Shredded beef soup,,8.0,
1082855,Kids' Menu,Quesadilla,,5.75,
1082855,Kids' Menu,Chicken nuggets,,6.0,
1082855,Kids' Menu,Grilled cheese,,6.0,
1082855,Kids' Menu,Hamburger,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",6.5,
1082855,Postres / Desserts,Nieve frita / Fried ice cream,,5.0,
1082855,Postres / Desserts,Churro relleno de caramelo / Stuffed caramel churro,,5.0,
1082855,Postres / Desserts,Cheesecake,,5.0,
1082855,Postres / Desserts,Flan,,5.0,
1082855,Botanas/ Appetizers (Mariscos / Seafood),Quesadilla de camarón chica / Small shrimp quesadilla,,4.5,
1082855,Botanas/ Appetizers (Mariscos / Seafood),Camarón aguachile / Spicy shrimp,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",18.0,
1082855,Tostadas (Mariscos / Seafood),Ceviche de camarón / Shrimp ceviche,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",4.0,
1082855,Tostadas (Mariscos / Seafood),Callo / Scallop,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",5.0,
1082855,Tostadas (Mariscos / Seafood),Camarón / Shrimp,,4.5,
1082855,Tostadas (Mariscos / Seafood),Camarón y callo / Shrimp & scallop,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",5.5,
1082855,Tostadas (Mariscos / Seafood),Viagra,"camarón , callo y pulpo. / shrimp, scallop & octopus.

Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",6.0,
1082855,Cocteles / Cocktails (Mariscos / Seafood),Camarón / Shrimp,,9.0,
1082855,Cocteles / Cocktails (Mariscos / Seafood),Campechana / Mixed seafood,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",9.0,
1082855,Cocteles / Cocktails (Mariscos / Seafood),Ceviche de camarón / Shrimp ceviche,"Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.",9.0,
1082855,Caldos / Soup (Mariscos / Seafood),7 Mares / 7 Seas,,13.5,
1082855,Caldos / Soup (Mariscos / Seafood),Camarón / Shrimp,,12.5,
1082855,Caldos / Soup (Mariscos / Seafood),Camarón y pulpo / Shrimp & octopus,,12.5,
1082855,Caldos / Soup (Mariscos / Seafood),Caldo de pescado / Fish soup,,11.5,
1082855,Caldos / Soup (Mariscos / Seafood),Caldo bichi / Fish broth,,6.5,
1082855,Tacos de mariscos / Seafood tacos,Especial / Special,"Manta, camarón y pulpo. / Stingray, shrimp & octopus.",4.75,
1082855,Tacos de mariscos / Seafood tacos,Variedad / Variety,camarón y pulpo. / shrimp & octopus.,4.75,
1082855,Tacos de mariscos / Seafood tacos,Camarón empanizado / Breaded shrimp,,4.75,
1082855,Tacos de mariscos / Seafood tacos,Taco de Pescado / Breaded Fish,,4.25,
1082855,Camarón / Shrimp,Camarón empanizado / Breaded shrimp,,16.0,
1082855,Camarón / Shrimp,Camarónes al mojo de ajo / Shrimp with garlic and butter,,16.0,
1082855,Camarón / Shrimp,Camarónes fantasia / Shrimp stuffed with cheese and wrapped in bacon,,16.0,
1082855,Camarón / Shrimp,Camarón con chipotle / Shrimp in a creamy chipotle sauce,,16.0,
1082855,Camarón / Shrimp,"Camarón Culichi / Shrimp cooked with poblano pepper, cream, and cheese",,16.0,
1082855,Pescado / Fish   ,Pescado empanizado con papa frita / Breaded fish with french fries,,15.0,
1082855,Pescado / Fish   ,Pescado entero frito / Whole fried fish,,15.0,
1082855,Pescado / Fish   ,Pescado al mojo de ajo / Fish with garlic and butter,,15.0,
1082855,Pescado / Fish   ,Pescado empapelado / Steamed foil fish,,15.0,
1082855,Pescado / Fish   ,Pescado popeye,"espinaca, pimientos, champiñones y queso. / spinach, roasted peppers, mushrooms & cheese.",15.0,
1082855,Pescado / Fish   ,"Pescado culichi / Fish cooked with poblano pepper, cream and cheese",,15.0,
639165,Popular Items,Top Sirloin,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,23.99,tucson/images/639165/TopSirloin_main.jpg
639165,Popular Items,Ribeye Beef Steak,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,36.99,
639165,Popular Items,French Onion Soup,"Served with bread and butter, and your choice of dressing",4.99,
639165,Popular Items,Filet Mignon,USDA choice and are seasoned and cooked to order. Served with your choice of 2 side dishes.,31.99,
639165,Popular Items,BBQ Baby Back Ribs,Served with your choice of two sides,18.99,
639165,Popular Items,French Dip Sandwich,Comes with your choice of one side dish.,13.99,
639165,Popular Items,Half Pound Burger,Comes with your choice of one side dish.,13.69,tucson/images/639165/HalfPoundBurger_main.jpg
639165,Popular Items,Kids 1/4 LB Cheeseburger & Fries,"Served with fresh cut fries, a small soda",6.99,
639165,Popular Items,Baked Potato,,4.19,
639165,Popular Items,Chicken Fried Steak,Served with country gravy and your choice of 2 side dishes.,17.99,tucson/images/639165/ChickenFriedSteak_main.jpg
639165,Salads & Soups,Southwestern Blackened Chicken Caesar Salad,"Served with bread and butter, and your choice of dressing",17.99,
639165,Salads & Soups,House Salad & Soup,"Served with bread and butter, and your choice of dressing",8.99,
639165,Salads & Soups,French Onion Soup,"Served with bread and butter, and your choice of dressing",4.99,
639165,Salads & Soups,Soup of the Day,"Served with bread and butter, and your choice of dressing",5.29,
639165,Salads & Soups,Classic Caesar Salad,"Served with bread and butter, and your choice of dressing",10.59,
639165,Salads & Soups,Dinner Salad,"Served with bread and butter, and your choice of dressing",7.99,
639165,Salads & Soups,Homemade Chili & Cornbread,"Served with bread and butter, and your choice of dressing",9.99,
639165,Salads & Soups,House Salad,"Served with bread and butter, and your choice of dressing",4.99,tucson/images/639165/HouseSalad_main.jpg
639165,Pastas,Cajun Shrimp Pasta,Grilled Shrimp tossed with penne pasta and a creamy Cajun sauce topped with parmesan. Served with bread,21.99,
639165,Pastas,Pasta a La Fresca,"Fresh roasted garlic, fresh basil and tomato tossed in extra virgin olive oil, with penne pasta and shredded Parmesan.",14.69,
639165,Pastas,Cajun Chicken Pasta,"Grilled chicken slices, tossed with penne pasta and creamy Cajun sauce, topped with Parmesan, served with bread.",17.99,
639165,Pastas,Chicken Marsala,Diced chicken sautéed with mushrooms and tossed with penne pasta and a creamy marsala wine sauce.,16.99,
639165,Pastas,Cilantro Lime Chicken,"Grilled chicken breast sautéed with white wine, cilantro lime cream sauce, roasted garlic, green chili and tomato, topped with Feta crumbles over penne pasta.",17.99,tucson/images/639165/CilantroLimeChicken_main.jpg
639165,Pastas,Shrimp Santorini,"Shrimp in a rich creamy white wine, lemon chili sauce, roasted garlic, crushed red pepper, sprinkled with Feta and ciabatta bread crumbs over penne pasta, served with garlic bread.",21.99,
639165,Burgers & Sandwiches,Half Pound Burger,Comes with your choice of one side dish.,13.69,tucson/images/639165/HalfPoundBurger_main.jpg
639165,Burgers & Sandwiches,Bacon Cheeseburger,Comes with your choice of one side dish.,15.69,
639165,Burgers & Sandwiches,Green Chili Cheeseburger,Comes with your choice of one side dish.,15.69,
639165,Burgers & Sandwiches,Mushroom Swiss Burger,Comes with your choice of one side dish.,15.69,
639165,Burgers & Sandwiches,Western Burger,"Bacon, Cheddar, Onion ring and BBQ Sauce. Comes with your choice of one side dish.",15.99,
639165,Burgers & Sandwiches,Bleu Cheese Burger,Comes with your choice of one side dish.,15.69,
639165,Burgers & Sandwiches,Pulled Pork Sandwich,Comes with your choice of one side dish.,13.99,
639165,Burgers & Sandwiches,Chicken Breast Sandwich,Comes with your choice of one side dish.,13.99,
639165,Burgers & Sandwiches,French Dip Sandwich,Comes with your choice of one side dish.,13.99,
639165,Appetizers,Onion Rings,,8.69,
639165,Appetizers,Chili Cheese Fries,,8.99,
639165,Appetizers,Shrimp Cocktail,,10.69,
639165,Appetizers,Chips & Salsa,,5.69,
639165,Appetizers,Potato Skins,,8.69,
639165,Beverages,Coffee,,2.99,
639165,Beverages,Decaf,,2.99,
639165,Beverages,Ice Tea,,2.99,
639165,Beverages,Hot Tea,,2.99,
639165,Beverages,Hot Chocolate,,2.99,
639165,Beverages,Soda Pop,,2.99,
639165,Beverages,Milk,,2.99,
639165,Beverages,Juices,,2.99,
639165,Little Folks,Kids 1/4 LB Cheeseburger & Fries,"Served with fresh cut fries, a small soda",6.99,
639165,Little Folks,Kids Chicken Fingers & Fries,"Served with fresh cut fries, a small soda",8.99,
639165,Little Folks,Kids Macaroni and Cheese & Fries,"Served with fresh cut fries, a small soda",4.79,
639165,Little Folks,Kids Mini Corn Dogs & Fries,"Served with fresh cut fries, a small soda",6.89,
639165,Side Dishes,Baked Potato,,4.19,
639165,Side Dishes,Mashed Potatoes,,4.19,
639165,Side Dishes,Fresh Cut Fries,,4.19,
639165,Side Dishes,Sweet Potato Fries,,4.19,
639165,Side Dishes,Beans,,4.19,
639165,Side Dishes,Garden Vegetables,,4.19,
639165,Side Dishes,Corn,,4.19,
639165,Side Dishes,Coleslaw,,4.19,
639165,Side Dishes,House Salad,,4.99,tucson/images/639165/HouseSalad_main.jpg
639165,Side Dishes,Cup of Soup,,6.18,
639165,Side Dishes,Fried Okra,,5.38,
639165,Side Dishes,Onion Rings,,5.38,
639165,Side Dishes,Mac & Cheese,,5.38,
639165,Beef Steaks,Chicken Fried Steak,Served with country gravy and your choice of 2 side dishes.,17.99,tucson/images/639165/ChickenFriedSteak_main.jpg
639165,Beef Steaks,Top Sirloin,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,23.99,tucson/images/639165/TopSirloin_main.jpg
639165,Beef Steaks,T-Bone ,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,37.99,
639165,Beef Steaks,New York Strip ,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,34.99,
639165,Beef Steaks,Porterhouse ,USDA Prime and are seasoned and cooked to order. Served with  your choice of 2 side dishes.,49.99,
639165,Beef Steaks,Ribeye Beef Steak,USDA Prime and are seasoned and cooked to order. Served with your choice of 2 side dishes.,36.99,
639165,Beef Steaks,Filet Mignon,USDA choice and are seasoned and cooked to order. Served with your choice of 2 side dishes.,31.99,
639165,Beef Steaks,Ground Steak,With mushrooms and onions topped with brown gravy.,18.99,
639165,Chicken,Chicken Tusconi,"Penne pasta, olive oil, mushroom, caramelized onion, mixed herbs, tomato, garlic, basil, and extra virgin olive oil with parmesan cheese. Served with bread.",16.99,
639165,Chicken,Cilantro Lime Chicken,"Grilled chicken breast sauteed with white wine, cilantro lime cream sauce, roasted garlic, green chili, tomato, and topped with feta crumbles. Served with 2 sides.",16.99,tucson/images/639165/CilantroLimeChicken_main.jpg
639165,Chicken,Chicken Breasts,Served with 2 sides,14.89,
639165,Chicken,Chicken Tenders,Served with 2 sides,14.99,
639165,Chicken,Chicken Fried Chicken,Served with country gravy and 2 sides.,16.99,
639165,Chicken,Grilled Chicken with Mushroom Artichoke Sauce,Served with 2 sides.,16.99,
639165,Chicken,Oven Roasted Half Chicken,Served with 2 sides.,15.69,
639165,Chicken,Jack Daniels Honey Orange BBQ Chicken,"Half chicken marinated for 24 hrs, charred on both sides then baked and topped with JD honey orange bbq sauce. Served with 2 sides.",15.99,
639165,Sea & Streams,Grilled Salmon,Served with lemon dill butter. Served with your choice of 2 side dishes.,24.99,
639165,Sea & Streams,Shrimp,Served with choice of 2 sides,24.99,
639165,Sea & Streams,Beer Battered Cod,Served with your choice of 2 side dishes.,19.99,
639165,Sea & Streams,Breaded Catfish,Served with your choice of 2 side dishes.,18.99,
639165,Sea & Streams,Shrimp Santorini,"In a rich creamy white wine lemon chili sauce, roasted garlic, crushed red pepper, sprinkled with feta, and ciabatta bread crumbs. Served with bread and butter. Served with 2 sides",24.99,
639165,BBQ,BBQ Baby Back Ribs,Served with your choice of two sides,18.99,
639165,BBQ,BBQ Pulled Pork,Served with your choice of two sides,18.99,
639165,BBQ,BBQ Chicken Breasts,Served with your choice of two sides,14.99,
639165,BBQ,Combo Plate,"2- BBQ Chicken breasts, half rack ribs and 2- 6oz top sirloin. Served with your choice of two sides",49.99,
639165,Desserts,Apple Pie,,6.59,
639165,Desserts,Ice Cream Sundae,,5.99,
639165,Desserts,Milkshake,,5.69,
639165,Desserts,Pecan Pie,,6.99,tucson/images/639165/PecanPie_main.jpg
639165,Desserts,Scoop of Ice Cream,,2.89,
639165,Stuffed Jumbo Baked Potatoes,BBQ Pulled Pork Potato,"Pulled pork, BBQ sauce, cheddar cheese, sour cream, green onions, and jalapenos stuffed in a jumbo baked potato ",12.99,
639165,Stuffed Jumbo Baked Potatoes,Broccoli & Cheddar Potato,"Jumbo baked potato stuffed with a hearty amount of broccoli, cheddar cheese, and butter ",9.99,
639165,Stuffed Jumbo Baked Potatoes,Buffalo Chicken Tenderloin Potato,"Jumbo baked potato stuffed with diced chicken tenderloin tossed in Buffalo Sauce, topped with cheddar cheese and green onions ",12.99,
639165,Stuffed Jumbo Baked Potatoes,Buffalo Ranch Chicken Potato,"Jumbo baked potato stuffed with grilled chicken breast, buffalo ranch sauce, and cheddar cheese. Topped with cilantro and garnish ",12.99,
639165,Stuffed Jumbo Baked Potatoes,Chicken Fried Chicken Potato,Jumbo baked potato stuffed with diced chicken fried chicken topped with country gravy and green onions ,12.99,
639165,Stuffed Jumbo Baked Potatoes,Chicken Fried Steak Potato,Jumbo baked potato stuffed with diced chicken fried steak topped with country gravy and green onions ,13.99,
639165,Stuffed Jumbo Baked Potatoes,Cilantro Lime Chicken  Potato,Diced marinated chicken breast in a cilantro lime cream sauce with diced tomatoes and green chili over a jumbo baked potato ,14.99,
639165,Stuffed Jumbo Baked Potatoes,Cilantro Lime Potato,"Jumbo baked potato stuffed with sour cream, fresh lime juice, chopped cilantro, salt & pepper. Then topped with fresh pico de gallo ",10.99,
639165,Stuffed Jumbo Baked Potatoes,Mushroom Artichoke Chicken Potato,Grilled marinated chicken topped with mushroom artichoke sauce over a jumbo baked potato ,14.99,
639165,Stuffed Jumbo Baked Potatoes,Shrimp Santorini Potato,"Sauteed shrimp in a rich creamy white wine lemon chili sauce, roasted garlic, crushed red pepper, and sprinkled bread crumbs over a jumbo baked potato ",15.99,
639165,Stuffed Jumbo Baked Potatoes,Super Sloppy Joe Potato,Ground beef prepared sloppy Joe style stuffed into a jumbo baked potato then topped with cheese & sour cream ,11.99,
639165,Stuffed Jumbo Baked Potatoes,TheBig Taco Potato,"Seasoned ground beef stuffed into a jumbo baked potato topped with cheese, salsa, sour cream, green onions, salt & pepper ",11.99,
639165,Rice Bowls,Beef Rice Bowl,"Beef, broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",14.99,
639165,Rice Bowls,Chicken Rice Bowl,"Chicken, broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",13.99,
639165,Rice Bowls,Salmon Rice Bowl,"Salmon, broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",14.99,
639165,Rice Bowls,Shrimp Rice Bowl,"Shrimp, broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",14.99,
639165,Rice Bowls,Surf n Turf Rice Bowl,"Beef, shrimp, broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",14.99,
639165,Rice Bowls,Veggie Rice Bowl,"Broccoli, sweet peppers, carrots, and green onions over rice. Choice of teriyaki, BBQ, spicy buffalo, or honey lime sriracha sauce ",13.99,
639165,Finger Likin' Chikin,Bacon Jack Chikin Sandwich,"Marinated chicken breast, bacon, Jack cheese, lettuce, tomato, onion, and dill pickles",13.99,
639165,Finger Likin' Chikin,Bacon Jack Chikin Sandwich,"Marinated chicken breast, bacon, Jack cheese, lettuce, tomato, onion, and dill pickles",13.99,
639165,Finger Likin' Chikin,Buffalo Chikin Sandwich,"Marinated chikin breast tossed in Buffalo sauce with bacon, lettuce, tomato, and pickle",13.99,
639165,Finger Likin' Chikin,Buffalo Chikin Tenders ,,14.99,
639165,Finger Likin' Chikin,Buffalo Chikin Tenders ,,14.99,
639165,Finger Likin' Chikin,Chikin Avocado Bacon Sandwich,"Grilled marinated chikin breast topped with bacon, avocado, lettuce, tomato, and onion with dragon sauce",14.99,
639165,Finger Likin' Chikin,Chikin Cheesesteak,"Grilled marinated chicken breast with sweet peppers, sauteed onions, Swiss cheese, and Italian seasoning on a hoagie roll.",13.99,
639165,Finger Likin' Chikin,Chikin Wings (8 pcs),Choice of Buffalo sauce or JD honey orange BBQ Sauce.,8.99,
969737,Popular Items,Raspados,,3.99,tucson/images/969737/Raspados_main.jpg
969737,Popular Items,Mangoyada,"Mango ice cone with chili, chamoy, lemon and spicy candies.",6.99,tucson/images/969737/Mangoyada_main.jpg
969737,Popular Items,Hot Dog Sonora,"Sonora hot dogs include bacon, tomato, beans, mayo, mustard, ketchup and guacamole.",5.99,tucson/images/969737/HotDogSonora_main.jpg
969737,Popular Items,Fresas Con Cremas,Strawberries with sweet milk and whip cream.,6.99,
969737,Popular Items,Large Tostitos,,9.49,
969737,Popular Items,Aguas Frescas,"Delicious fresh fruit drinks: horchata, Jamaica, lemon pina, sandia.",3.35,
969737,Popular Items,Small Tostitos,,7.49,
969737,Popular Items,Burritos,,9.99,
969737,Popular Items,Tortas Mexican Sandwich,"All tortas include beans, lettuce or cabbage, tomato, and guacamole.",9.99,tucson/images/969737/TortasMexicanSandwich_main.jpg
969737,Popular Items,Pepihuates,"Peanuts with cucumber, chamoy, chile and lemon.",7.99,
969737,Breakfast Burritos,Breakfast Burritos,All breakfast burritos are made with eggs and potatoes and our choice of the main ingredient as well of a side of salsa.,7.99,
969737,Breakfast Plates,Huevos a La Mexicana,Scramble eggs with pico.,7.99,
969737,Breakfast Plates,Huevos Con Papas Y Chorizo,With chorizo and potato.,7.99,
969737,Lunch Plates,Steak Ranchero,,11.99,
969737,Lunch Plates,Steak,Carne asada.,11.99,
969737,Lunch Plates,Grilled Chicken,,11.99,
969737,Lunch Plates,Fajitas,Chicken and steak.,11.99,
969737,Lunch Plates,Flautas,,11.99,tucson/images/969737/Flautas_main.jpg
969737,Sopes or Gorditas,Steak,Carne asada.,6.99,tucson/images/969737/Steak_main.jpg
969737,Sopes or Gorditas,Red Chile,Barbacoa.,6.99,
969737,Sopes or Gorditas,Vegetarian,,6.99,
969737,Sopes or Gorditas,Grilled Chicken,Pollo al carbon.,6.99,
969737,Sopes or Gorditas,Chicken Chipotle,,6.99,
969737,Sopes or Gorditas,Beans & Cheese,,6.99,
969737,Sopes or Gorditas,Shredded Beef,,6.99,
969737,Sopes or Gorditas,Steak & Nopales,,6.99,
969737,Quesadillas,Quesadillas,Both are served with a side of beans and small salad.,7.49,
969737,Tortas and Mexican Sandwich,Tortas Mexican Sandwich,"All tortas include beans, lettuce or cabbage, tomato, and guacamole.",9.99,tucson/images/969737/TortasMexicanSandwich_main.jpg
969737,Traditional Tacos,Steak,Carne asada.,2.99,
969737,Traditional Tacos,Red Chile,Barbacoa.,2.99,
969737,Traditional Tacos,Shredded,Deshebrada.,2.99,
969737,Traditional Tacos,Chicken Chipotle,,2.99,
969737,Traditional Tacos,Grilled Chicken,Pollo al cacbon.,2.99,
969737,Traditional Tacos,Veggie,With rice and beans.,2.99,
969737,Burritos,Burritos,,9.99,
969737,Hot Dog,Hot Dog Sonora,"Sonora hot dogs include bacon, tomato, beans, mayo, mustard, ketchup and guacamole.",5.99,tucson/images/969737/HotDogSonora_main.jpg
969737,Hot Dog,Choridog,A Sonora hot dogs with chorizo on top.,6.99,
969737,Huarrache Thick Oval Shape Tortilla,Huarrache,"Thick oval shape tortilla. All huarraches includes beans, cabbage, tomato, cheese, sour cream and guacamole.",8.99,
969737,Steak Fries,Steak Fries,Fresh julienne cut potatoes fried and top with nacho cheese steak carne asada and jalapeño.,9.99,
969737,Churros Locos,Churros Locos,"Chips with cucumber, chamoy, chile and lemons.",6.99,
969737,"Tostitos, Takis and Ruffles",Small Tostitos,,7.49,
969737,"Tostitos, Takis and Ruffles",Small Takis,,7.49,
969737,"Tostitos, Takis and Ruffles",Small Ruffles,,7.49,
969737,"Tostitos, Takis and Ruffles",Large Tostitos,,9.49,
969737,"Tostitos, Takis and Ruffles",Large Takis,,9.49,
969737,"Tostitos, Takis and Ruffles",Lagre Ruffles,,9.49,
969737,"Tostitos, Takis and Ruffles",Aguas Frescas,"Delicious fresh fruit drinks: horchata, Jamaica, lemon pina, sandia.",3.35,
969737,"Tostitos, Takis and Ruffles",Verduro,,9.99,
969737,"Tostitos, Takis and Ruffles",Pepinada,,6.99,
969737,"Tostitos, Takis and Ruffles",Pico De Gallo,,6.99,
969737,"Tostitos, Takis and Ruffles",Nachos,,5.75,
969737,"Tostitos, Takis and Ruffles",Cheese,,5.75,
969737,"Tostitos, Takis and Ruffles",Asada,,8.99,
969737,Menu,Raspados,,3.99,tucson/images/969737/Raspados_main.jpg
969737,Menu,Mangoyada,"Mango ice cone with chili, chamoy, lemon and spicy candies.",6.99,tucson/images/969737/Mangoyada_main.jpg
969737,Menu,Chamoyada,"Sweet, sour and spicy ice cone lemon and spicy candies.",6.99,
969737,Menu,Milkshakes,Traditional milkshakes from ice cream flavors.,8.49,tucson/images/969737/Milkshakes_main.jpg
969737,Menu,Slushes,"Shaved ice, natural fresh fruit and juice blended.",5.49,
969737,Menu,Fresas Con Cremas,Strawberries with sweet milk and whip cream.,6.99,
969737,Menu,Escamocha,Fresh fruit with granola sweet milk and whip cream.,7.99,
969737,Pepihuates,Pepihuates,"Peanuts with cucumber, chamoy, chile and lemon.",7.99,
969737,Sodas,Sodas,,1.6,
170329,Popular Items,Chicken Shawarma Sandwich,"Marinated and flame-broiled chicken, tomatoes and garlic spread wrapped in pita bread.",5.99,
170329,Popular Items,Beef Gyro Sandwich,"Marinated and flame-broiled beef, tomatoes, and tahini wrapped in pita bread.",5.99,
170329,Popular Items,Chicken Shawarma Plate,"Marinated chicken, basmati rice, tomatoes, onion, pickles, garlic spread and pita bread.",14.99,
170329,Popular Items,Chiken Kebsa Plate,Chicken kebsa plate.,18.99,
170329,Popular Items,Kabsa Plate,"Lamb shank, basmati rice with saffron and mixed nuts.",19.99,
170329,Popular Items,Hummus,"Garbanzo beans, fresh garlic, tahini, blended together and topped with olive oil.",6.99,
170329,Popular Items,Baba Ghanouge,"Grilled eggplant, fresh garlic, and tahini blended together and topped with olive oil.",6.99,
170329,Popular Items,Dolma,,6.99,
170329,Popular Items,Halal Chicken Burger,"Marinated and flame-broiled beef, tomatoes, and tahini wrapped in pita bread.",6.99,
170329,Popular Items,Tabbouleh,"Large size. Chopped tomatoes, minced parsley, diced onion, bulgur, wheat, with lemon and olive oil.",6.99,
170329,Salads and Appetizers,Chicken Gyro Salad,,8.99,
170329,Salads and Appetizers,Tuna Salad,,8.99,
170329,Salads and Appetizers,Eggplant Salad,,8.99,
170329,Salads and Appetizers,Tabbouleh,"Large size. Chopped tomatoes, minced parsley, diced onion, bulgur, wheat, with lemon and olive oil.",6.99,
170329,Salads and Appetizers,Garden Salad,"Romaine lettuce, tomatoes, sliced red onions and pickles, topped with oil and vinegar.",6.99,
170329,Salads and Appetizers,Baba Ghanouge,"Grilled eggplant, fresh garlic, and tahini blended together and topped with olive oil.",6.99,
170329,Salads and Appetizers,Hummus,"Garbanzo beans, fresh garlic, tahini, blended together and topped with olive oil.",6.99,
170329,Salads and Appetizers,Dolma,,6.99,
170329,Salads and Appetizers,Fattoush,"Yogurt, cucumbers, lemon, olive oil, garlic and fresh dill combined in a creamy sauce.",6.99,
170329,Salads and Appetizers,Tzatziki Dip,"Yogurt, cucumbers, lemon, olive oil, garlic and fresh dill combined in a creamy sauce.",6.99,
170329,Salads and Appetizers,Lebni,,6.99,
170329,Plates,Beef Shawarma Plate,"Marinated and flame-broiled beef, basmati rice, tomatoes, onion, pickles, and pita bread.",14.99,
170329,Plates,Chicken Shawarma Plate,"Marinated chicken, basmati rice, tomatoes, onion, pickles, garlic spread and pita bread.",14.99,
170329,Plates,Kabsa Plate,"Lamb shank, basmati rice with saffron and mixed nuts.",19.99,
170329,Plates,Kabab Plate,"Two skewers of marinated ground beef, saffron rice, spiced onions, tomatoes, pickles, lettuce & pita bread.",14.99,
170329,Plates,Shish Chicken Tawook Plate,Shish chicken tawook plate.,14.99,
170329,Plates,Shrimp Kabsa Plate,Shrimp kabsa.,18.99,
170329,Plates,Fish Kabsa Plate,Fish kabsa.,18.99,
170329,Plates,Falafel Plate,"Freshly made falafel served with tomatoes, cucumbers, hummus, tahini dip, olives, onions & pita bread.",13.99,
170329,Plates,Lamb Chops Plate,,16.99,
170329,Plates,Shish Tikka Lamb Plate,Shish tikka lamb.,14.99,
170329,Plates,3 Piece Kibbi Plate,3 piece kibbi plate.,14.99,
170329,Plates,Grilled Chicken Breast Plate,Grilled chicken breast.,16.99,
170329,Plates,Foul Plate,,7.99,
170329,Plates,Chiken Kebsa Plate,Chicken kebsa plate.,18.99,
170329,Plates,Basmati Rice Plate,Steamed rice prepared with saffron.,3.99,
170329,Plates,Hummus with Chiken or Meat,,8.99,
170329,Sandwiches,Beef Gyro Sandwich,"Marinated and flame-broiled beef, tomatoes, and tahini wrapped in pita bread.",5.99,
170329,Sandwiches,Chicken Shawarma Sandwich,"Marinated and flame-broiled chicken, tomatoes and garlic spread wrapped in pita bread.",5.99,
170329,Sandwiches,Kabab Sandwich,"Choose beef kebab or chicken kebab. Marinated and flame-broiled beef or chicken, tomatoes, and tahini wrapped in pita bread.",5.99,
170329,Sandwiches,Falafel Sandwich,"Marinated and flame-broiled chicken, tomatoes and garlic spread wrapped in pita bread.",5.99,
170329,Sandwiches,Halal Beef Burger,"Marinated and flame-broiled beef, tomatoes, and tahini wrapped in pita bread.",6.99,
170329,Sandwiches,Halal Chicken Burger,"Marinated and flame-broiled beef, tomatoes, and tahini wrapped in pita bread.",6.99,
170329,Sandwiches,Combo Plate,"Choose any two from beef kabab, chicken kabab or shish tawook with basmati rice, spiced onions, tomatoes, pickles, lettuce, and pita bread.",14.99,
170329,Others,Red Soup,,3.99,
170329,Others,Manaeesh,,4.99,
1021652,Popular Items,Bacon Wrap with Burros,A bomb. Wrap your choice of burro with the tastiest bacon strips.,14.62,
1021652,Popular Items,Percheron Burro,"Signature item. ½ pound diezmillo steak, melty mozzarella, a bunch of avocado, fresh tomato and caramelized grillled onions. All wrapped in a craft hand-made flour tortilla.",11.37,
1021652,Popular Items,Sonoran Hot Dog,"A classic. Bacon-wrapped frank, in a soft bun, with grilled onions and pinto beans. Topped with avocado, mushrooms, tomato and a touch of mayo.",5.2,
1021652,Popular Items,Sonora Burro,Take a percheron and add crunchy but juicy bacon strips and roasted green chili.,11.37,
